Date,Content,Content link,Influencer,Type,Tags,Estimated cost,CPM,Subscribers,Region,Promotion type,Engagement rate,Views,Likes,Comments,Brand,Like rate,Comment rate,Calculated ER,Views per 1K subscribers,Cost per 1K views,Views per dollar,Creator tier,Month,Content theme
2024-10-14,Winter Arc | A Day in the Life of a College Baseball Player,https://www.youtube.com/watch?v=wlkz9CpoGFg,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1531,4651,202,51,Major Fitness,0.043431520103203614,0.010965383788432596,0.054396903891636206,308.0132450331126,27.950978284239948,35.776923076923076,Micro,2024-10,Strength / Training
2024-10-13,10-MINUTE KETTLEBELL STRENGTH WORKOUT (FULL BODY),https://www.youtube.com/watch?v=5KgFeHpKnpA,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1393,3403,314,16,Major Fitness,0.0922715251248898,0.0047017337643255955,0.0969732588892154,19.33522727272727,107.55215985894799,9.297814207650273,Macro,2024-10,Strength / Training
2024-10-12,It's OVER for LeanBeefPattycels (Workout Reaction),https://www.youtube.com/watch?v=70SqmiDIC78,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2004,32660,1154,539,Major Fitness,0.03533374157991427,0.016503368034292712,0.05183710961420698,499.388379204893,60.22657685241886,16.603965429588204,Mid,2024-10,Strength / Training
2024-10-11,My Final Test to Go Pro Without College Football…,https://www.youtube.com/watch?v=_iv2PN8R4gM,Kamtoofyee,"Sports,VLOG","sports,footballvlogger,greatness,ilovefootballandjesus,football",3820,27.0,88200,美国,Suspected,0.0299,56285,1002,68,Major Fitness,0.017802256373811852,0.0012081371591010038,0.019010393532912853,638.1519274376417,67.86888158479168,14.734293193717278,Mid,2024-10,Equipment Review
2024-10-11,How To Have Confidence On The Field | A Day in The Life of A College Baseball Player,https://www.youtube.com/watch?v=w1e8uROAuNo,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1707,2760,181,29,Major Fitness,0.06557971014492754,0.010507246376811594,0.07608695652173914,182.7814569536424,47.10144927536232,21.23076923076923,Micro,2024-10,Strength / Training
2024-10-10,Weight Stack Sets To Take Your Workout To The Next Level!,https://www.youtube.com/shorts/e6-HZRSx-KE,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0576,608,15,2,Major Fitness,0.024671052631578948,0.003289473684210526,0.027960526315789474,23.384615384615387,157.89473684210526,6.333333333333333,Micro,2024-10,Home Gym / Garage Gym
2024-10-09,How to Break Training Plateaus,https://www.youtube.com/shorts/UqO48I39-10,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.0122,8220,0,10,Major Fitness,0.0,0.0012165450121654502,0.0012165450121654502,46.70454545454546,44.52554744525548,22.459016393442624,Macro,2024-10,Strength / Training
2024-10-09,Unboxing to Installation video of Smith B52,https://www.youtube.com/shorts/tqO2VJk4LS4,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0155,774,12,0,Major Fitness,0.015503875968992248,0.0,0.015503875968992248,29.76923076923077,124.03100775193798,8.0625,Micro,2024-10,Home Gym / Garage Gym
2024-10-09,Ritfit M1 2.0 Smith Machine: Best Budget All-in-One Smith Machine With New Upgrades!,https://www.youtube.com/watch?v=uG1jMWxidH0,Luke’s Garage Gym,"Workout,Home,Travel,Health","fitness,budget,gym,gymequipment,titan",99,27.0,5500,美国,Mentioned,0.1526,3893,74,52,Major Fitness,0.019008476753146673,0.013357307988697662,0.03236578474184434,707.8181818181818,25.43025944002055,39.323232323232325,Nano,2024-10,Equipment Review
2024-10-08,Major Fitness home gym #workhard #consistency #offseason,https://www.youtube.com/shorts/Tla3yx0O-m8,Case.Baseball,"Baseball,Fun","baseball,sports,workhard,braves,havefun",191,27.0,14200,美国,Mentioned,0.0452,1084,49,0,Major Fitness,0.045202952029520294,0.0,0.045202952029520294,76.33802816901408,176.19926199261994,5.675392670157068,Micro,2024-10,Home Gym / Garage Gym
2024-10-08,Pushing Through A Tough Week | A Day In The Life Of A College Baseball Player,https://www.youtube.com/watch?v=sDfQT0uaaCE,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1098,4835,231,30,Major Fitness,0.04777662874870734,0.0062047569803516025,0.053981385729058945,320.19867549668874,26.88728024819028,37.19230769230769,Micro,2024-10,Strength / Training
2024-10-08,Family Fitness To Strengthen Relationship,https://www.youtube.com/shorts/-OFEDVUUF38,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0066,5181,34,0,Major Fitness,0.006562439683458792,0.0,0.006562439683458792,199.26923076923077,18.529241459177765,53.96875,Micro,2024-10,Home Gym / Garage Gym
2024-10-07,Chest Day With ASMR,https://www.youtube.com/shorts/B9OK2gWDsbY,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0255,1097,18,1,Major Fitness,0.016408386508659983,0.0009115770282588879,0.01731996353691887,42.19230769230769,87.51139471285325,11.427083333333334,Micro,2024-10,Home Gym / Garage Gym
2024-10-06,Avoid Injuries While Running with a Weighted Vest,https://www.youtube.com/watch?v=T-bkwE1WTcc,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1448,2984,212,22,Major Fitness,0.07104557640750671,0.007372654155495978,0.07841823056300268,16.954545454545453,122.65415549597856,8.153005464480874,Macro,2024-10,Strength / Training
2024-10-06,Increase Your ACFT Score with this Workout,https://www.youtube.com/watch?v=U6heszg550Y,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1581,6590,472,57,Major Fitness,0.07162367223065251,0.008649468892261002,0.0802731411229135,37.44318181818182,55.53869499241275,18.005464480874316,Macro,2024-10,Strength / Training
2024-10-05,I wanna get jacked while doing almost NOTHING! (Why Your Base is the Most Important Thing of All),https://www.youtube.com/watch?v=_iIvclAGKEo,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.0936,24409,885,140,Major Fitness,0.03625711827604572,0.005735589331803843,0.041992707607849566,361.07988165680473,20.361342127903644,49.11267605633803,Mid,2024-10,Strength / Training
2024-10-05,420 Blaze It 🌬️ (191 kg x 6 RDL),https://www.youtube.com/shorts/HFchc4WEnFM,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.1272,11615,557,92,Major Fitness,0.04795523030563926,0.007920792079207921,0.05587602238484718,177.5993883792049,169.34997847610848,5.90493136756482,Mid,2024-10,Strength / Training
2024-10-05,Game Day Weekend as a College Baseball Player | A Day in the Life,https://www.youtube.com/watch?v=RTF8mKaakPI,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.0637,9253,289,30,Major Fitness,0.031233113584783312,0.0032421917216038042,0.034475305306387115,612.7814569536424,14.04949746028315,71.17692307692307,Micro,2024-10,Strength / Training
2024-10-04,"STOP Bench Pressing, or Pay the Price (You've Been Warned)",https://www.youtube.com/watch?v=gicj6evY44w,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2358,25862,958,514,Major Fitness,0.037042765447374525,0.01987471966591911,0.056917485113293635,395.44342507645257,76.05753615342974,13.147941026944586,Mid,2024-10,Strength / Training
2024-10-04,Show Us Your Home Gym and Win Gifts!,https://www.youtube.com/shorts/YclSIzneJUU,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0486,144,7,0,Major Fitness,0.04861111111111111,0.0,0.04861111111111111,5.538461538461538,666.6666666666666,1.5,Micro,2024-10,Home Gym / Garage Gym
2024-10-03,Tone Your Hip Flexors in 10 Minutes a Day for Insane Athletic Performance,https://www.youtube.com/shorts/xYmrT6a9sUM,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0424,637,27,0,Major Fitness,0.0423861852433281,0.0,0.0423861852433281,24.5,150.70643642072213,6.635416666666667,Micro,2024-10,Home Gym / Garage Gym
2024-10-02,What I Eat as A College Baseball Player | A Day In The Life,https://www.youtube.com/watch?v=AN--qzM1SA0,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.0853,4066,177,17,Major Fitness,0.04353172651254304,0.004181013280865716,0.04771273979340875,269.2715231788079,31.972454500737825,31.276923076923076,Micro,2024-10,Strength / Training
2024-10-02,Want STRONGER Knees? Do these today!,https://www.youtube.com/shorts/HlVJJys3ix4,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0118,591,7,0,Major Fitness,0.011844331641285956,0.0,0.011844331641285956,22.73076923076923,162.43654822335023,6.15625,Micro,2024-10,Home Gym / Garage Gym
2024-10-02,You're Going to Be Okay - Charlie Waters Shares How He Lost 43lbs After Being Cheated On,https://www.youtube.com/watch?v=yj8zQNzUWfs,NQR Media,"Society,Knowledge,Health","society,knowledge,podcast,business,health",31,27.0,33600,美国,Mentioned,1.2857,42,4,5,Major Fitness,0.09523809523809523,0.11904761904761904,0.21428571428571427,1.25,738.0952380952382,1.3548387096774193,Micro,2024-10,Health / Nutrition
2024-10-02,You're Going to Be Okay - Charlie Waters Shares How He Lost 43lbs After Being Cheated On,https://www.youtube.com/watch?v=boYzXeC9Hbc,NQR Media,"Society,Knowledge,Health","society,knowledge,podcast,business,health",31,27.0,33600,美国,Mentioned,0.2523,107,7,2,Major Fitness,0.06542056074766354,0.018691588785046728,0.08411214953271028,3.1845238095238093,289.7196261682243,3.4516129032258065,Micro,2024-10,Health / Nutrition
2024-10-02,Best Jobs for Gym Bros (Part 2) 💰,https://www.youtube.com/shorts/eGYngXu0lk8,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.0926,11670,561,52,Major Fitness,0.0480719794344473,0.004455869751499571,0.05252784918594687,178.44036697247705,168.55184233076264,5.932892730045755,Mid,2024-10,Strength / Training
2024-10-01,30 Minute Barbell Strength Workout | Build Muscle Fast,https://www.youtube.com/watch?v=Ht2yllZRlf0,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.033,2725,0,9,Major Fitness,0.0,0.0033027522935779817,0.0033027522935779817,15.482954545454547,134.3119266055046,7.445355191256831,Macro,2024-10,Strength / Training
2024-10-01,Tone Up Faster with the Obliques Training Trick,https://www.youtube.com/shorts/LvmXgN2PVOA,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0211,616,13,0,Major Fitness,0.021103896103896104,0.0,0.021103896103896104,23.692307692307693,155.84415584415584,6.416666666666667,Micro,2024-10,Home Gym / Garage Gym
2024-10-01,Major Fitness Drone Review: The Cheapest Amazon Power Rack and Functional Trainer...,https://www.youtube.com/watch?v=thuJN0UbC0o,TheJungleGymReviews,,,54,27.0,3670,美国,Mentioned,0.1095,6877,133,62,Major Fitness,0.01933982841355242,0.009015559110077068,0.02835538752362949,1873.841961852861,7.852261160389705,127.35185185185185,Nano,2024-10,Equipment Review
2024-09-30,Dad work with the Major Fitness F22 Power Rack #ad,https://www.youtube.com/shorts/qaBBq08O6uU,Fizzness Shizzness,"Health,Fitness","ipamorelin,peptides,health,cjc1295,fitness",47,27.0,12500,美国,Suspected,0.0147,1425,11,1,Major Fitness,0.0077192982456140355,0.0007017543859649122,0.008421052631578947,114.0,32.98245614035088,30.319148936170212,Micro,2024-09,Strength / Training
2024-09-30,Defense With Teammates | Q&A | A Day in the Life of a College Baseball Player,https://www.youtube.com/watch?v=1f31WBbFRcM,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1405,2983,159,26,Major Fitness,0.053302044921220246,0.008716057660073752,0.062018102581294,197.5496688741722,43.58028830036876,22.946153846153845,Micro,2024-09,Strength / Training
2024-09-30,Doing dad work with the Major Fitness F22 Oower Rack #ad,https://www.youtube.com/shorts/eE7WrCLdoU0,Fizzness Shizzness,"Health,Fitness","ipamorelin,peptides,health,cjc1295,fitness",47,27.0,12500,美国,Suspected,0.0,0,0,0,Major Fitness,,,,0.0,,0.0,Micro,2024-09,Strength / Training
2024-09-30,Like Father Like Son!,https://www.youtube.com/shorts/yzZb8_Y4U6E,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0217,52156,1132,0,Major Fitness,0.021704118413988803,0.0,0.021704118413988803,2005.9999999999998,1.8406319503029374,543.2916666666666,Micro,2024-09,Home Gym / Garage Gym
2024-09-30,RitFit M1 2 0 Review! *10+ changes and upgrades*,https://www.youtube.com/watch?v=Yb-S7h-7qEM,Joey Suggs,"Food,Fitness,Health","food,fitness,health,fulldayofeating,r2r",171,27.0,66000,美国,Mentioned,0.047,12857,244,36,Major Fitness,0.01897798864431827,0.002800031111456794,0.021778019755775063,194.8030303030303,13.300147779419772,75.18713450292398,Mid,2024-09,Equipment Review
2024-09-29,Installation Video of Drone 1 Power Rack (Rendering),https://www.youtube.com/watch?v=IITB7nNgdNY,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.128,375,8,4,Major Fitness,0.021333333333333333,0.010666666666666666,0.032,14.423076923076923,256.0,3.90625,Micro,2024-09,Home Gym / Garage Gym
2024-09-29,Are the Tren Twins INSANE? 5000 Calorie Bulk Review,https://www.youtube.com/watch?v=ZflKi7_MqEw,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.302,12031,573,306,Major Fitness,0.04762696367716732,0.025434294738591972,0.07306125841575929,183.96024464831802,163.4943063751974,6.1164209456024405,Mid,2024-09,Equipment Review
2024-09-29,10 Minute Cardio Workout | NO EQUIPMENT | Burn Calories FAST,https://www.youtube.com/watch?v=Wr7_tQoNge8,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1709,2188,174,20,Major Fitness,0.07952468007312614,0.009140767824497258,0.0886654478976234,12.431818181818182,167.27605118829982,5.978142076502732,Macro,2024-09,Equipment Review
2024-09-29,the TRUTH about trying to do it all in your 20s in new york city (busy days in my life living alone),https://www.youtube.com/watch?v=tn2FWtqYi0w,lucia cordaro,"VLOG,Food,Life Style,Fashion","chicago,vlog,chicagovlog,chicago vlog,marketing",190,27.0,23700,美国,Mentioned,0.1565,4576,276,44,Major Fitness,0.06031468531468531,0.009615384615384616,0.06993006993006994,193.0801687763713,41.52097902097903,24.08421052631579,Micro,2024-09,Lifestyle / Vlog
2024-09-27,5 Shocking Ways Yoga Can Improves Mental Health w. Dean Pohlman,https://www.youtube.com/watch?v=usYFQUFCA38,The Dad Edge,"Health,Entertainment,Society,Kids","parenting,health,entertainment,father,fatherhood",37,27.0,14200,美国,Mentioned,0.1079,139,5,1,Major Fitness,0.03597122302158273,0.007194244604316547,0.04316546762589928,9.788732394366198,266.18705035971226,3.7567567567567566,Micro,2024-09,Health / Nutrition
2024-09-27,Weight Set Exercises On Rainy Days,https://www.youtube.com/shorts/0LZMwUg17yg,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0141,3767,53,0,Major Fitness,0.014069551367135651,0.0,0.014069551367135651,144.8846153846154,25.48447040084948,39.239583333333336,Micro,2024-09,Home Gym / Garage Gym
2024-09-27,What If You Gave it Your All | A Day in The Life of a College Baseball Player,https://www.youtube.com/watch?v=4B-DcMt5Tcg,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1826,4599,220,62,Major Fitness,0.047836486192650574,0.013481191563383343,0.06131767775603392,304.56953642384104,28.26701456838443,35.37692307692308,Micro,2024-09,Strength / Training
2024-09-27,"Push Pull Legs is DEAD, Brah! (I Was Right)",https://www.youtube.com/watch?v=qRiOSgCfXtk,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2452,32815,1095,695,Major Fitness,0.03336888618010057,0.02117933871705013,0.05454822489715069,501.75840978593266,59.94209964955051,16.682765632943568,Mid,2024-09,Strength / Training
2024-09-26,Major Fitness DRONE 1,https://www.youtube.com/watch?v=xIlQFaRrumA,Science Based Fitness,"Fitness,Health","fitness,health,lifestyle,science based fitness,gym",56,27.0,4360,美国,Mentioned,0.0605,2661,41,12,Major Fitness,0.015407741450582487,0.004509582863585118,0.019917324314167605,610.3211009174312,21.044720030063885,47.517857142857146,Nano,2024-09,Strength / Training
2024-09-26,Influencers Are Feeding Kids WHAT?! (Lunchly Ingredients Review),https://www.youtube.com/watch?v=7-eBGyRUExs,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2754,10272,509,232,Major Fitness,0.04955218068535826,0.022585669781931463,0.07213785046728972,157.06422018348624,191.49143302180684,5.22216573462125,Mid,2024-09,Equipment Review
2024-09-26,Level Up Your Exercise to Unlock Your Potential！,https://www.youtube.com/shorts/DkU835XpRsQ,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0439,15495,571,11,Major Fitness,0.036850596966763474,0.0007099064214262666,0.03756050338818974,595.9615384615385,6.195546950629236,161.40625,Micro,2024-09,Home Gym / Garage Gym
2024-09-25,Major Fitness Spirit B52 REVIEW || My Experience with an All-in-One Home Gym SMITH MACHINE!,https://www.youtube.com/watch?v=S1eNR0RKDLg,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Sponsored,0.0964,3994,115,27,Major Fitness,0.028793189784677015,0.006760140210315473,0.035553329994992486,59.08284023668639,124.43665498247371,8.036217303822937,Mid,2024-09,Home Gym / Garage Gym
2024-09-25,How to Train With Shoulder Pain (and FIX IT for Good),https://www.youtube.com/watch?v=C0pPGUcVvVQ,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2658,7374,370,159,Major Fitness,0.05017629509085978,0.021562245728234338,0.07173854081909412,112.75229357798165,266.7480336316789,3.7488561260803253,Mid,2024-09,Strength / Training
2024-09-24,Sleep When The Work Is Done | A Day in the Life of a College Baseball Player,https://www.youtube.com/watch?v=K-9AJPfQDhM,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1831,5395,288,70,Major Fitness,0.05338276181649675,0.012974976830398516,0.06635773864689527,357.2847682119205,24.096385542168676,41.5,Micro,2024-09,Strength / Training
2024-09-24,Train Your Core and Legs Like A Pro NFL Player!,https://www.youtube.com/shorts/reyLYXoMmys,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Mentioned,0.0338,355,12,0,Major Fitness,0.03380281690140845,0.0,0.03380281690140845,13.653846153846153,270.4225352112676,3.6979166666666665,Micro,2024-09,Home Gym / Garage Gym
2024-09-22,Morning Workout ASMR,https://www.youtube.com/shorts/j3WUdPNFUk4,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.058,379,12,1,Major Fitness,0.0316622691292876,0.002638522427440633,0.03430079155672823,14.576923076923078,253.2981530343008,3.9479166666666665,Micro,2024-09,Home Gym / Garage Gym
2024-09-22,"5 Min ABS Workout | No Equipment | Intense, Quick & Effective",https://www.youtube.com/watch?v=CVlJSuTXpJA,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1935,3773,330,40,Major Fitness,0.08746355685131195,0.010601643254704479,0.09806520010601644,21.4375,97.00503578054598,10.308743169398907,Macro,2024-09,Equipment Review
2024-09-21,Daily Routine As A College Baseball Player | A Day in The Life,https://www.youtube.com/watch?v=yj3_C39qZKc,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.0431,27011,665,50,Major Fitness,0.024619599422457516,0.0018510977009366554,0.02647069712339417,1788.8079470198675,4.812854022435304,207.77692307692308,Micro,2024-09,Strength / Training
2024-09-21,Full-Body Barbell Circuit 💪,https://www.youtube.com/shorts/CGxJd7Vsc4U,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.0106,7544,0,8,Major Fitness,0.0,0.0010604453870625664,0.0010604453870625664,42.86363636363636,48.51537645811241,20.612021857923498,Macro,2024-09,Strength / Training
2024-09-21,Woman CRASHES OUT On Man in Gym... For This?,https://www.youtube.com/watch?v=FbgLBcgAzrE,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.3933,9654,507,329,Major Fitness,0.052517091361093844,0.034079138181064846,0.08659622954215869,147.61467889908255,203.7497410399834,4.907981698017285,Mid,2024-09,Strength / Training
2024-09-21,Did You Feel Satisfied after GYM Cleaning?,https://www.youtube.com/shorts/mrTnNn088ZQ,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0178,618,11,0,Major Fitness,0.01779935275080906,0.0,0.01779935275080906,23.769230769230766,155.3398058252427,6.4375,Micro,2024-09,Home Gym / Garage Gym
2024-09-20,3 NATTY APPROVED Exercises To Blow Up Your Front Squat (Stronger Than LU XIAOJUN!),https://www.youtube.com/watch?v=tczf0QGHSFA,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.065,17519,328,81,Major Fitness,0.018722529824761688,0.004623551572578343,0.02334608139734003,259.1568047337278,28.36919915520292,35.24949698189135,Mid,2024-09,Strength / Training
2024-09-20,Get Your Mind Right | A Day In The Life of a College Baseball Player,https://www.youtube.com/watch?v=QVOVJUdCj8Y,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1785,3086,161,39,Major Fitness,0.05217109526895658,0.012637718729747246,0.06480881399870382,204.3708609271523,42.12572909915749,23.73846153846154,Micro,2024-09,Strength / Training
2024-09-19,ABS Band Ripper Of Working Out,https://www.youtube.com/shorts/s58-5Q_KRUI,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0011,26371,30,0,Major Fitness,0.0011376132873231958,0.0,0.0011376132873231958,1014.2692307692307,3.640362519434227,274.6979166666667,Micro,2024-09,Home Gym / Garage Gym
2024-09-19,Introducing the NEW Best Budget Power Rack - Major Fitness Drone 1!,https://www.youtube.com/watch?v=buf_d6Kyg3w,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0075,91111,615,7,Major Fitness,0.006750008231717355,7.682936198702681e-05,0.006826837593704382,3504.2692307692305,1.0536598215363677,949.0729166666666,Micro,2024-09,Home Gym / Garage Gym
2024-09-19,Major Fitness Most Budget All In One Rack: the Drone 1 | Home Gym Review and Product Testing,https://www.youtube.com/watch?v=3zzc45EPE2Q,Luke’s Garage Gym,"Workout,Home,Travel,Health","fitness,budget,gym,gymequipment,titan",99,27.0,5500,美国,Sponsored,0.2357,1506,55,30,Major Fitness,0.03652058432934927,0.0199203187250996,0.05644090305444887,273.8181818181818,65.73705179282868,15.212121212121213,Nano,2024-09,Home Gym / Garage Gym
2024-09-18,Is Ashwagandha The Next Major Fitness Supplement? New Study Findings!,https://www.youtube.com/watch?v=H59jiQ-LKLs,PictureFit,"Health,Fitness,Knowledge","gains,health,fitness,lifting,picturefit",420,27.0,1330000,美国,Mentioned,0.0698,60283,2485,172,Major Fitness,0.04122223512433024,0.002853209030738351,0.044075444155068595,45.32556390977444,6.967138330872717,143.53095238095239,Mega,2024-09,Strength / Training
2024-09-18,If It’s Important You’ll Make Time | A Day In The Life of a College Baseball Player,https://www.youtube.com/watch?v=3Je2ieEJOz4,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1705,3472,202,39,Major Fitness,0.058179723502304145,0.011232718894009217,0.06941244239631336,229.9337748344371,37.44239631336405,26.70769230769231,Micro,2024-09,Strength / Training
2024-09-17,Dips and Pull-ups to Strength Your Body,https://www.youtube.com/shorts/ipTtlWKX4a4,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0709,564,30,1,Major Fitness,0.05319148936170213,0.0017730496453900709,0.0549645390070922,21.69230769230769,170.2127659574468,5.875,Micro,2024-09,Home Gym / Garage Gym
2024-09-16,Weight Lifting In Your Garage Gym To Create the PB,https://www.youtube.com/shorts/FHVSyj8R6vw,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0278,683,19,0,Major Fitness,0.027818448023426062,0.0,0.027818448023426062,26.26923076923077,140.55636896046852,7.114583333333333,Micro,2024-09,Home Gym / Garage Gym
2024-09-16,10 Minute Battle Rope Workout | Follow Along,https://www.youtube.com/watch?v=4SVA_3dsTH4,Gritty Soldier,"Military,Workout,Health,Sports","military,fitness,workout,usarmy,soldiers",366,27.0,176000,美国,Suspected,0.1532,1456,93,13,Major Fitness,0.06387362637362637,0.008928571428571428,0.07280219780219781,8.272727272727272,251.37362637362637,3.978142076502732,Macro,2024-09,Strength / Training
2024-09-15,It’s Not Supposed To Be Easy | A Day in the Life of a College Baseball Player,https://www.youtube.com/watch?v=KD1YWbT10GE,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1176,8824,338,70,Major Fitness,0.03830462375339982,0.007932910244786946,0.04623753399818677,584.3708609271523,14.732547597461469,67.87692307692308,Micro,2024-09,Strength / Training
